Term	list	set	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	database	direction
GO_Biological_Process_2021.228	regulation of interleukin-4 production (GO:0032673)	6	23	7.75024588899376e-05	0.00113228373053676	0	0	10.4610249007578	99.0157022480001	CD86;CEBPB;FCER1G;SYK;LGALS9;HAVCR2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.229	Fc receptor signaling pathway (GO:0038093)	13	112	8.03888702129649e-05	0.00116424055077994	0	0	3.91761021063347	36.9377160492334	LYN;FCER1G;SYK;NFATC1;VAV1;PSMB8;PSMB9;LAT2;TEC;BTK;PLCG2;LCP2;CARD11	GO_Biological_Process_2021	up
GO_Biological_Process_2021.230	protein-containing complex subunit organization (GO:0043933)	13	112	8.03888702129649e-05	0.00116424055077994	0	0	3.91761021063347	36.9377160492334	CD74;WIPF1;HFE;WAS;MITF;CAPG;TAPBP;CAPZA1;TSPAN4;CAPN3;LPXN;NCKAP1L;SKAP2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.231	positive regulation of biosynthetic process (GO:0009891)	8	44	8.17492845918641e-05	0.00117003142231995	0	0	6.60034188034188	62.1214508236995	MLXIPL;TGFB1;CCL5;SERPINF2;PLCG2;CYBA;CD36;RUNX1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.232	response to amyloid-beta (GO:1904645)	8	44	8.17492845918641e-05	0.00117003142231995	0	0	6.60034188034188	62.1214508236995	MMP12;CALCR;CASP4;TREM2;CD36;FCGR2B;ICAM1;LGMN	GO_Biological_Process_2021	up
GO_Biological_Process_2021.233	regulation of interleukin-17 production (GO:0032660)	7	33	8.1842486160477e-05	0.00117003142231995	0	0	7.98842018196857	75.1767381114759	TGFB1;SPHK1;IL12B;NCKAP1L;LY9;VSIR;MYD88	GO_Biological_Process_2021	up
GO_Biological_Process_2021.234	lipoxygenase pathway (GO:0019372)	5	15	8.6637535507324e-05	0.00122804098202083	0	0	14.802450229709	138.458824436339	PON3;GPX1;HPGD;ALOX5AP;LTC4S	GO_Biological_Process_2021	up
GO_Biological_Process_2021.235	superoxide anion generation (GO:0042554)	5	15	8.6637535507324e-05	0.00122804098202083	0	0	14.802450229709	138.458824436339	NCF1;NCF2;NCF4;CYBB;CYBA	GO_Biological_Process_2021	up
GO_Biological_Process_2021.236	negative regulation of multicellular organismal process (GO:0051241)	19	214	8.94417067370622e-05	0.00126241663195404	0	0	2.9195698406966	27.2160066093717	SRGN;GRN;SPI1;TGFB1;ROCK1;GDF15;SLC11A1;HPN;PTPRO;RBPJ;TNF;VASN;ADAM17;TIFAB;GPNMB;IL1B;ARHGDIB;SLAMF8;FCGR2B	GO_Biological_Process_2021	up
GO_Biological_Process_2021.237	icosanoid metabolic process (GO:0006690)	9	57	9.36974349143782e-05	0.00131690361054765	0	0	5.57415254237288	51.7027160340342	PON3;GPX1;HPGD;ALOX5AP;TBXAS1;PLA2G4A;PTGR1;LTC4S;PTGS1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.238	regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	8	45	9.6588915099567e-05	0.00135183897561621	0	0	6.42162162162162	59.3681909715484	SOCS3;LEPROT;PTPRC;IL10RB;CCL5;IL10RA;BCL3;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.239	regulation of cell adhesion mediated by integrin (GO:0033628)	7	34	0.000100159341761275	0.00138875143631075	0	0	7.69215452011151	70.8351142643209	LYN;P2RY12;SYK;PDE3B;NCKAP1L;PIK3CG;FERMT3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.240	immune response-activating cell surface receptor signaling pathway (GO:0002429)	6	24	0.00010047706278922	0.00138875143631075	0	0	9.87934560327198	90.9451170420291	LYN;FCER1G;C5AR1;C3AR1;SH2B2;SPG21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.241	protein kinase B signaling (GO:0043491)	6	24	0.00010047706278922	0.00138875143631075	0	0	9.87934560327198	90.9451170420291	TGFB1;CCL5;IL1B;CCL3;CCL2;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.242	positive regulation of phosphorylation (GO:0042327)	21	253	0.000102450507000082	0.00141017619345981	0	0	2.71551724137931	24.945096391195	LYN;CD74;CSF1R;PFKFB3;TGFB1;SEMA4D;PLAUR;TREM2;MERTK;HIF1A;TNF;P2RX7;SDCBP;MLXIPL;ADAM17;GPNMB;IL1B;CCL5;TMEM119;NCKAP1L;ANG	GO_Biological_Process_2021	up
GO_Biological_Process_2021.243	positive regulation of cytosolic calcium ion concentration (GO:0007204)	15	147	0.000104267043370982	0.00142927375090017	0	0	3.39495263678778	31.1268107369018	CX3CR1;CD52;GPR65;C5AR1;CXCR6;CXCL13;P2RX7;GNA15;CALCR;LPAR6;CCRL2;C3AR1;CCR6;CD36;CCR5	GO_Biological_Process_2021	up
GO_Biological_Process_2021.244	positive regulation of smooth muscle cell proliferation (GO:0048661)	8	46	0.000113589765063859	0.00155068650585129	0	0	6.25230769230769	56.7891927780742	ERN1;P2RY6;CCL5;SERPINF2;PDGFB;HMOX1;AIF1;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.245	positive regulation of angiogenesis (GO:0045766)	13	116	0.000115483060841023	0.00157009826800591	0	0	3.76468728832694	34.1321107535556	GRN;BTG1;ANXA3;SPHK1;HIF1A;HK2;RUNX1;IL1A;IL1B;ITGAX;HMOX1;CTSH;ITGA5	GO_Biological_Process_2021	up
GO_Biological_Process_2021.246	positive regulation of hydrolase activity (GO:0051345)	15	149	0.000121458024933861	0.00162722223669967	0	0	3.34393352057752	30.1487101004628	RIPK3;SEMA4D;DOCK8;RHOA;DOCK11;CCL7;RGS1;CCL5;CCL4;CCL3;RGS10;CTSH;CCL2;TGM2;LIMS1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.247	positive regulation of lymphocyte activation (GO:0051251)	7	35	0.000121676064100896	0.00162722223669967	0	0	7.41705069124424	66.8583945594268	PYCARD;TYROBP;CLEC7A;TNIP2;CCL2;IL12B;NCKAP1L	GO_Biological_Process_2021	up
GO_Biological_Process_2021.248	dendritic cell chemotaxis (GO:0002407)	5	16	0.000122615665389257	0.00162722223669967	0	0	13.4560768481136	121.19156091917	CCL5;GPR183;CCR6;CCR5;PIK3CG	GO_Biological_Process_2021	up
GO_Biological_Process_2021.249	eosinophil chemotaxis (GO:0048245)	5	16	0.000122615665389257	0.00162722223669967	0	0	13.4560768481136	121.19156091917	CCL7;CCL5;CCL4;CCL3;CCL2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.250	eosinophil migration (GO:0072677)	5	16	0.000122615665389257	0.00162722223669967	0	0	13.4560768481136	121.19156091917	CCL7;CCL5;CCL4;CCL3;CCL2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.251	necroptotic process (GO:0070266)	5	16	0.000122615665389257	0.00162722223669967	0	0	13.4560768481136	121.19156091917	TICAM2;RIPK3;LY96;CD14;TLR3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.252	positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	9	59	0.000123441299507274	0.00163167844705845	0	0	5.35063174114022	48.1543203095599	LYN;CSF1R;SOCS3;CCL5;IL12B;HCLS1;IL6ST;PARP14;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.253	negative regulation of bone resorption (GO:0045779)	4	9	0.000128189640599441	0.00168110115290055	0	0	23.6538226299694	211.98555423014	P2RX7;UBASH3B;TMEM119;GPR137B	GO_Biological_Process_2021	up
GO_Biological_Process_2021.254	positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265)	4	9	0.000128189640599441	0.00168110115290055	0	0	23.6538226299694	211.98555423014	ADAM17;CASP4;CASP1;LAPTM5	GO_Biological_Process_2021	up
GO_Biological_Process_2021.255	positive regulation of vasculature development (GO:1904018)	12	102	0.000131632134607273	0.00171947702108559	0	0	3.97358101135191	35.5059306829254	IL1A;GRN;BTG1;ANXA3;SPHK1;IL1B;ITGAX;HMOX1;CTSH;HIF1A;HK2;RUNX1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.256	regulation of T cell activation (GO:0050863)	8	47	0.000132988871709576	0.00173041379556483	0	0	6.09167652859961	54.3697061156888	PYCARD;GPNMB;CCL5;LAPTM5;CCL2;TNFSF9;TNFSF8;TNFAIP8L2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.257	cellular response to chemokine (GO:1990869)	9	60	0.000141044961325991	0.00182809636644698	0	0	5.24544548173661	46.5083848539943	CXCL10;CCL7;DOCK8;CCL5;CCL4;CCL3;CCL2;CXCL13;RHOA	GO_Biological_Process_2021	up
GO_Biological_Process_2021.258	platelet aggregation (GO:0070527)	7	36	0.000146797803107359	0.00188796711255063	0	0	7.16091954022988	63.2055298347833	P2RY12;RAP2B;UBASH3B;PLEK;CLIC1;PIK3CG;FERMT3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.259	positive regulation of myeloid leukocyte differentiation (GO:0002763)	7	36	0.000146797803107359	0.00188796711255063	0	0	7.16091954022988	63.2055298347833	CD74;CASP8;CSF1;IL12B;HCLS1;TNF;RUNX1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.260	actin filament organization (GO:0007015)	15	152	0.000151859333756109	0.00194555169516	0	0	3.2701978635729	28.7533975241466	WAS;RHOH;CAPG;MYO7A;ARHGAP25;AIF1;CORO1B;RHOA;MARCKS;BIN3;ABI2;RAC2;LCP1;MYO1F;MYO1G	GO_Biological_Process_2021	up
GO_Biological_Process_2021.261	transforming growth factor beta receptor signaling pathway (GO:0007179)	11	89	0.000159864673779536	0.00204026524275722	0	0	4.19894582491182	36.7037533986129	SKI;NRROS;SMAD3;TGFB1;ITGB5;HPGD;GDF15;LPXN;RHOA;TGFBR1;TGFBR2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.262	regulation of monocyte chemotaxis (GO:0090025)	6	26	0.000162496850110035	0.002065942777544	0	0	8.89049079754601	77.5682158853718	LYN;CXCL10;CCL5;SLAMF8;AIF1;LGMN	GO_Biological_Process_2021	up
GO_Biological_Process_2021.263	negative regulation of interleukin-10 production (GO:0032693)	5	17	0.000169019117685033	0.00214069460459637	0	0	12.3340990301174	107.1278014253	CD274;TYROBP;IL12B;FCGR2B;VSIR	GO_Biological_Process_2021	up
GO_Biological_Process_2021.264	positive regulation of calcium ion transport (GO:0051928)	7	37	0.000175960904860402	0.00221179537392453	0	0	6.92186379928315	59.841234144371	P2RX7;CCL5;CCL4;PDGFB;CCL3;CCL2;ORAI1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.265	regulation of p38MAPK cascade (GO:1900744)	7	37	0.000175960904860402	0.00221179537392453	0	0	6.92186379928315	59.841234144371	SPI1;NCF1;GADD45B;SPHK1;IL1B;TREM2;LGALS9	GO_Biological_Process_2021	up
GO_Biological_Process_2021.266	regulation of GTPase activity (GO:0043087)	17	189	0.000176819514897254	0.00221423234632614	0	0	2.95586474621776	25.5397976966456	ARHGAP9;SEMA4D;DOCK8;GPR137B;VAV1;FGD2;DOCK11;CCL7;RGS1;CCL5;CCL4;CCL3;RGS10;PLXNB2;CCL2;TGM2;LIMS1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.267	cellular response to mechanical stimulus (GO:0071260)	8	49	0.000180015584266531	0.00222085893034006	0	0	5.79392120075047	49.9578951163388	CASP8;IL1B;IRF1;CASP1;TLR7;LTBR;TLR3;MYD88	GO_Biological_Process_2021	up
GO_Biological_Process_2021.268	negative regulation of catabolic process (GO:0009895)	8	49	0.000180015584266531	0.00222085893034006	0	0	5.79392120075047	49.9578951163388	CST3;HCAR2;IL1B;PDE3B;APOC1;NUPR1;TNF;FBP1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.269	regulation of interferon-beta production (GO:0032648)	8	49	0.000180015584266531	0.00222085893034006	0	0	5.79392120075047	49.9578951163388	PYCARD;IRF1;DHX58;IRF5;TLR7;TLR3;TLR2;RELB	GO_Biological_Process_2021	up
GO_Biological_Process_2021.270	regulation of smooth muscle cell proliferation (GO:0048660)	8	49	0.000180015584266531	0.00222085893034006	0	0	5.79392120075047	49.9578951163388	CCL5;SERPINF2;PDGFB;IL12B;HMOX1;ANG;TNF;AIF1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.271	positive regulation of multicellular organismal process (GO:0051240)	25	345	0.000205561845513534	0.00247504538194432	0	0	2.34769944707741	19.9314133515634	CEBPB;ROCK1;PDGFB;TREM2;TNF;AGPAT2;PIK3CG;HCAR2;SDCBP;UCP2;ITGAX;IL12B;CD36;ABCA1;SMAD3;TGFB1;SYK;SLC11A1;TGFBR1;BATF;TGFBR2;FGR;IL1A;IL1B;TMEM119	GO_Biological_Process_2021	up
GO_Biological_Process_2021.272	B cell homeostasis (GO:0001782)	4	10	0.000208090529619228	0.00247504538194432	0	0	19.710499490316	167.096495308783	LYN;DOCK11;TNFRSF13B;NCKAP1L	GO_Biological_Process_2021	up
GO_Biological_Process_2021.273	cellular response to oxidised low-density lipoprotein particle stimulus (GO:0140052)	4	10	0.000208090529619228	0.00247504538194432	0	0	19.710499490316	167.096495308783	TREM2;CD36;CD68;MYD88	GO_Biological_Process_2021	up
GO_Biological_Process_2021.274	negative regulation of leukocyte migration (GO:0002686)	4	10	0.000208090529619228	0.00247504538194432	0	0	19.710499490316	167.096495308783	CD200R1;CD300A;SLAMF8;HMOX1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.275	regulation of cell activation (GO:0050865)	4	10	0.000208090529619228	0.00247504538194432	0	0	19.710499490316	167.096495308783	FCER1G;TEC;SYK;TREM2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.276	regulation of macrophage migration (GO:1905521)	4	10	0.000208090529619228	0.00247504538194432	0	0	19.710499490316	167.096495308783	CX3CR1;P2RY12;CD200R1;CSF1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.277	regulation of mast cell activation (GO:0033003)	4	10	0.000208090529619228	0.00247504538194432	0	0	19.710499490316	167.096495308783	LYN;MILR1;CD84;CD300LF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.278	regulation of neutrophil migration (GO:1902622)	4	10	0.000208090529619228	0.00247504538194432	0	0	19.710499490316	167.096495308783	RAC2;SLAMF8;RHOH;NCKAP1L	GO_Biological_Process_2021	up
GO_Biological_Process_2021.279	regulation of podosome assembly (GO:0071801)	4	10	0.000208090529619228	0.00247504538194432	0	0	19.710499490316	167.096495308783	HCK;CAPG;LCP1;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.280	regulation of complement activation (GO:0030449)	8	50	0.000208204141321496	0.00247504538194432	0	0	5.65567765567766	47.9431314756102	C1QB;C1QA;CFH;PROS1;IL1B;C5AR1;C3AR1;C1QC	GO_Biological_Process_2021	up
GO_Biological_Process_2021.281	positive regulation of type I interferon production (GO:0032481)	10	77	0.00020879248043421	0.00247504538194432	0	0	4.43960751796573	37.6219875790069	ZBP1;IRF1;DHX58;IRF5;TLR7;CD14;TLR3;MYD88;TLR2;NFKB2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.282	dendritic cell migration (GO:0036336)	5	18	0.000227717749634422	0.00265219518892399	0	0	11.3847331841206	95.4883525044155	CCL5;GPR183;CCR6;CCR5;PIK3CG	GO_Biological_Process_2021	up
GO_Biological_Process_2021.283	leukocyte tethering or rolling (GO:0050901)	5	18	0.000227717749634422	0.00265219518892399	0	0	11.3847331841206	95.4883525044155	CX3CR1;SELPLG;ROCK1;GCNT1;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.284	negative regulation of lipid catabolic process (GO:0050995)	5	18	0.000227717749634422	0.00265219518892399	0	0	11.3847331841206	95.4883525044155	HCAR2;IL1B;PDE3B;APOC1;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.285	positive regulation of cell adhesion mediated by integrin (GO:0033630)	5	18	0.000227717749634422	0.00265219518892399	0	0	11.3847331841206	95.4883525044155	P2RY12;SYK;CCL5;NCKAP1L;CXCL13	GO_Biological_Process_2021	up
GO_Biological_Process_2021.286	programmed necrotic cell death (GO:0097300)	5	18	0.000227717749634422	0.00265219518892399	0	0	11.3847331841206	95.4883525044155	TICAM2;RIPK3;LY96;CD14;TLR3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.287	regulation of innate immune response (GO:0045088)	9	64	0.000233815077027079	0.0027079124518933	0	0	4.86294999299622	40.6590277498763	FGR;CASP8;IRF1;CCL5;DHX58;TREM2;ADAM8;PTPN6;FCGR2B	GO_Biological_Process_2021	up
GO_Biological_Process_2021.288	regulation of small GTPase mediated signal transduction (GO:0051056)	14	141	0.000234127525111159	0.0027079124518933	0	0	3.28911331735707	27.4958184215246	ARHGAP9;STARD8;RHOH;ARHGAP25;RHOA;VAV1;ARHGAP45;FGD2;GNA13;ARHGAP30;ARHGDIB;RAC2;RHOQ;TGM2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.289	phosphate-containing compound metabolic process (GO:0006796)	18	212	0.00023737902101414	0.00273601909687924	0	0	2.77596649484536	23.1678067706627	DUSP5;PFKFB3;TGFB1;SPHK1;LPL;PLD4;PLA2G4A;CLN8;AGPAT2;DUSP13;HK2;PIK3CG;PTPRC;INPP5D;PLCG2;PLCB2;FBP1;IP6K3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.290	apoptotic process (GO:0006915)	19	231	0.000242367138725938	0.00278387910033138	0	0	2.68306906428086	22.3367025711511	APAF1;ITGB2;CFLAR;HK2;TGFBR2;PYCARD;NFKBIA;IL1A;BCL2L11;CASP8;MYC;IL1B;IRF1;CASP4;CASP1;CAPN3;CD14;MYD88;TLR2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.291	cellular response to interleukin-6 (GO:0071354)	6	28	0.000251422309549709	0.00285831983996615	0	0	8.08142777467931	66.9819162520745	CEBPA;SOCS3;SBNO2;SELPLG;SPI1;IL6ST	GO_Biological_Process_2021	up
GO_Biological_Process_2021.292	positive regulation of nitric oxide metabolic process (GO:1904407)	6	28	0.000251422309549709	0.00285831983996615	0	0	8.08142777467931	66.9819162520745	SMAD3;CLEC7A;IL1B;CD36;TNF;TMEM106A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.293	regulation of B cell activation (GO:0050864)	6	28	0.000251422309549709	0.00285831983996615	0	0	8.08142777467931	66.9819162520745	TNIP2;SLAMF8;LAPTM5;FCGR2B;SAMSN1;CD22	GO_Biological_Process_2021	up
GO_Biological_Process_2021.294	hemopoiesis (GO:0030097)	11	94	0.000260642773687695	0.00295306489508065	0	0	3.94497309174876	32.555337241338	CEBPA;CSF1R;SELPLG;TGFB1;PTPRC;TNFRSF13B;PLEK;PDGFB;PLD4;RUNX1;TGFBR2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.295	positive regulation of signal transduction (GO:0009967)	20	252	0.000269776026665491	0.00304618286380594	0	0	2.58215328072641	21.2199251486022	CD74;CD180;LY86;LY96;TREM2;RBPJ;HIF1A;AGPAT2;SCIMP;TGFBR1;SKI;ERN1;P2RY6;PTPRC;IL1B;BMP2K;ITGA5;IL6ST;TLR2;LIMS1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.296	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	10	80	0.000286926452647237	0.00321802024837692	0	0	4.24867724867725	34.6534209735013	IL1A;CASP8;GPX1;IL1B;HMOX1;CFLAR;TNF;TGFBR1;ICAM1;MCL1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.297	positive regulation of cell adhesion (GO:0045785)	10	80	0.000286926452647237	0.00321802024837692	0	0	4.24867724867725	34.6534209735013	P2RY12;SYK;CCL5;PDGFB;IL12B;ADAM8;NCKAP1L;TNF;TGM2;LIMS1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.298	extracellular matrix disassembly (GO:0022617)	9	66	0.000296447804247607	0.00331364978506302	0	0	4.69183359013867	38.1147641860413	MMP12;CTSL;HPN;MMP19;ADAM8;CAPG;LCP1;TPSAB1;CTSS	GO_Biological_Process_2021	up
GO_Biological_Process_2021.299	leukocyte adhesion to vascular endothelial cell (GO:0061756)	5	19	0.000300721258208974	0.00332791531924947	0	0	10.5709910304091	85.7236205983141	CX3CR1;SELPLG;ROCK1;GCNT1;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.300	prostaglandin biosynthetic process (GO:0001516)	5	19	0.000300721258208974	0.00332791531924947	0	0	10.5709910304091	85.7236205983141	CD74;HPGDS;TBXAS1;PLA2G4A;PTGS1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.301	response to cholesterol (GO:0070723)	5	19	0.000300721258208974	0.00332791531924947	0	0	10.5709910304091	85.7236205983141	TGFB1;CCL3;CCR5;TGFBR1;TGFBR2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.302	negative regulation of myeloid leukocyte differentiation (GO:0002762)	6	29	0.000308265675225823	0.00340010915290469	0	0	7.72966124299813	62.4908217092333	MAFB;MYC;CCL3;GPR137B;TLR3;C1QC	GO_Biological_Process_2021	up
GO_Biological_Process_2021.303	positive regulation of B cell activation (GO:0050871)	8	53	0.000315219172552834	0.00343341604916372	0	0	5.27781196581197	42.5509992791248	SASH3;CD74;PTPRC;SYK;TNIP2;GPR183;BTK;NCKAP1L	GO_Biological_Process_2021	up
GO_Biological_Process_2021.304	regulation of immune effector process (GO:0002697)	8	53	0.000315219172552834	0.00343341604916372	0	0	5.27781196581197	42.5509992791248	C1QB;C1QA;CFH;PROS1;C5AR1;C3AR1;FCGR2B;C1QC	GO_Biological_Process_2021	up
GO_Biological_Process_2021.305	negative regulation of bone remodeling (GO:0046851)	4	11	0.00031850061819021	0.00343341604916372	0	0	16.8938401048493	136.027277025592	P2RX7;UBASH3B;TMEM119;GPR137B	GO_Biological_Process_2021	up
GO_Biological_Process_2021.306	regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561)	4	11	0.00031850061819021	0.00343341604916372	0	0	16.8938401048493	136.027277025592	CD274;LGALS9;VSIR;TGFBR2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.307	regulation of monocyte chemotactic protein-1 production (GO:0071637)	4	11	0.00031850061819021	0.00343341604916372	0	0	16.8938401048493	136.027277025592	SYK;CLEC7A;IL1B;LGALS9	GO_Biological_Process_2021	up
GO_Biological_Process_2021.308	regulation of T cell apoptotic process (GO:0070232)	4	11	0.00031850061819021	0.00343341604916372	0	0	16.8938401048493	136.027277025592	CD274;RIPK3;CCL5;PDCD1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.309	regulation of toll-like receptor 2 signaling pathway (GO:0034135)	4	11	0.00031850061819021	0.00343341604916372	0	0	16.8938401048493	136.027277025592	LYN;TLR1;CYBA;TREM2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.310	negative regulation of mast cell activation involved in immune response (GO:0033007)	3	5	0.00033734185403148	0.00354474989204687	0	0	44.2900763358779	354.073194721809	CD84;CD300A;LGALS9	GO_Biological_Process_2021	up
GO_Biological_Process_2021.311	negative regulation of myosin-light-chain-phosphatase activity (GO:0035509)	3	5	0.00033734185403148	0.00354474989204687	0	0	44.2900763358779	354.073194721809	ROCK1;NCKAP1L;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.312	positive regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043378)	3	5	0.00033734185403148	0.00354474989204687	0	0	44.2900763358779	354.073194721809	CBFB;NCKAP1L;RUNX1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.313	positive regulation of leukocyte mediated immunity (GO:0002705)	3	5	0.00033734185403148	0.00354474989204687	0	0	44.2900763358779	354.073194721809	CLEC7A;PLCG2;SCIMP	GO_Biological_Process_2021	up
GO_Biological_Process_2021.314	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061419)	3	5	0.00033734185403148	0.00354474989204687	0	0	44.2900763358779	354.073194721809	RBPJ;HIF1A;NFE2L2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.315	regulation of dendritic cell cytokine production (GO:0002730)	3	5	0.00033734185403148	0.00354474989204687	0	0	44.2900763358779	354.073194721809	CLEC7A;PLCG2;SCIMP	GO_Biological_Process_2021	up
GO_Biological_Process_2021.316	regulation of glial cell migration (GO:1903975)	3	5	0.00033734185403148	0.00354474989204687	0	0	44.2900763358779	354.073194721809	CX3CR1;P2RY12;GPR183	GO_Biological_Process_2021	up
GO_Biological_Process_2021.317	toll-like receptor 2 signaling pathway (GO:0034134)	3	5	0.00033734185403148	0.00354474989204687	0	0	44.2900763358779	354.073194721809	TNIP2;LGALS9;PIK3AP1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.318	T cell differentiation (GO:0030217)	7	41	0.000342871772313776	0.00359152790433078	0	0	6.10626185958254	48.7166976165224	ADAM17;SPI1;FCER1G;PTPRC;RIPK3;RHOH;MR1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.319	negative regulation of cell population proliferation (GO:0008285)	26	379	0.000363079906614709	0.00379128266123384	0	0	2.21301143902177	17.5290149091792	CEBPA;CDKN1A;TES;BTG1;HPN;TREM2;AIF1;GPNMB;MYC;IL12B;HMOX1;IGFBP6;B2M;LYN;KLF10;TGFB1;KDM2B;CD300A;P3H2;SKI;IL1A;IL1B;IRF1;ANG;PTPN6;NUPR1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.320	regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	9	68	0.000372350173557607	0.00387070471530766	0	0	4.53231829933927	35.7857160032478	LYN;CSF1R;SOCS3;CCL5;IL12B;HCLS1;IL6ST;PARP14;TNF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.321	regulation of macrophage activation (GO:0043030)	6	30	0.000374709090057397	0.00387070471530766	0	0	7.40720858895706	58.4381395450947	CEBPA;CD74;TNIP2;SPHK1;FCGR2B;GPR137B	GO_Biological_Process_2021	up
GO_Biological_Process_2021.322	antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	11	98	0.000375792158720945	0.00387070471530766	0	0	3.76281333830766	29.6753308266075	CD74;LAG3;FCER1G;CTSL;CAPZA1;IFI30;CTSE;FCGR2B;CTSD;CTSS;LGMN	GO_Biological_Process_2021	up
GO_Biological_Process_2021.323	cellular response to transforming growth factor beta stimulus (GO:0071560)	12	114	0.000376496045559797	0.00387070471530766	0	0	3.50391549808778	27.6269826968165	SKI;NRROS;SMAD3;TGFB1;ITGB5;HPGD;GDF15;LPXN;RHOA;TGFBR1;TGFBR2;LIMS1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.324	positive regulation of cellular component organization (GO:0051130)	12	114	0.000376496045559797	0.00387070471530766	0	0	3.50391549808778	27.6269826968165	SH3GLB1;BCL2L11;TGFB1;GPX1;SYK;CLEC7A;GBA;TREM2;TNF;FNIP2;TGFBR1;RUNX1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.325	positive regulation of nitrogen compound metabolic process (GO:0051173)	5	20	0.000390170474481976	0.00398668052300449	0	0	9.86574783052578	77.4355325519241	GBA;HPN;PDGFB;TNF;TMEM106A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.326	regulation of tissue remodeling (GO:0034103)	5	20	0.000390170474481976	0.00398668052300449	0	0	9.86574783052578	77.4355325519241	CST3;TGFB1;GPNMB;IL12B;RUNX1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.327	monocyte chemotaxis (GO:0002548)	7	42	0.00039990885553537	0.00407368928987253	0	0	5.93149001536098	46.4096025033308	CCL7;CCL5;PTPRO;CCL4;PDGFB;CCL3;CCL2	GO_Biological_Process_2021	up
