Term	list	set	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	database	direction
BioPlanet_2019.904	Mammalian target of rapamycin complex 1 (mTORC1)-mediated signaling	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	EIF4EBP1	BioPlanet_2019	up
BioPlanet_2019.905	Methylation	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	MAT2A	BioPlanet_2019	up
BioPlanet_2019.906	Osteopontin signaling	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	SPP1	BioPlanet_2019	up
BioPlanet_2019.907	Passive transport by aquaporins	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	AQP4	BioPlanet_2019	up
BioPlanet_2019.908	Purine ribonucleoside monophosphate biosynthesis	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	ADSSL1	BioPlanet_2019	up
BioPlanet_2019.909	Recruitment of NuMA to mitotic centrosomes	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	CDK1	BioPlanet_2019	up
BioPlanet_2019.910	Recycling of bile acids and salts	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	ABCC3	BioPlanet_2019	up
BioPlanet_2019.911	Regulated proteolysis of p75 neurotrophin receptor	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	ADAM17	BioPlanet_2019	up
BioPlanet_2019.912	SUMOylation as a mechanism to modulate CtBP-dependent gene responses	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	ZEB1	BioPlanet_2019	up
BioPlanet_2019.913	Sonic Hedgehog (SHH) receptor PTCH1 regulation of cell cycle	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	CDK1	BioPlanet_2019	up
BioPlanet_2019.914	Stress fiber formation mediated by Rho-selective guanine exchange factor AKAP13	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	RHOA	BioPlanet_2019	up
BioPlanet_2019.915	Transport of organic anions	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	SLCO2B1	BioPlanet_2019	up
BioPlanet_2019.916	Tryptophan catabolism	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	HAAO	BioPlanet_2019	up
BioPlanet_2019.917	eIF2 regulation	1	11	0.562084106826544	0.748423876156172	0	0	1.28332179930796	0.739326544684915	EIF2AK2	BioPlanet_2019	up
BioPlanet_2019.918	Selenoamino acid metabolism	2	26	0.57011591353242	0.757466300786817	0	0	1.0693674976916	0.600894259573516	GGT5;MAT2A	BioPlanet_2019	up
BioPlanet_2019.919	Steroid biosynthesis	2	26	0.57011591353242	0.757466300786817	0	0	1.0693674976916	0.600894259573516	SOAT1;LIPA	BioPlanet_2019	up
BioPlanet_2019.920	ERBB1 internalization pathway	3	41	0.57719896439234	0.764623522168156	0	0	1.01302111828428	0.556724239416139	NRAS;UBE2D3;LRIG1	BioPlanet_2019	up
BioPlanet_2019.921	CDC42 signaling events	5	70	0.577381562194136	0.764623522168156	0	0	0.986974857203865	0.542097859717995	ACTR3;ARPC1B;PAX6;ARPC5;BAIAP2	BioPlanet_2019	up
BioPlanet_2019.922	Nucleotide metabolism	5	70	0.577381562194136	0.764623522168156	0	0	0.986974857203865	0.542097859717995	NT5E;GPX1;DPYS;ADSSL1;AMPD3	BioPlanet_2019	up
BioPlanet_2019.923	Cell cycle	32	453	0.581522187272036	0.767248979454188	0	0	0.974738532557022	0.528411755589048	RB1;CDKN1A;HDAC1;CCNB2;SYCE2;CCND1;MYC;CHEK2;SMAD3;TGFB1;GADD45B;GADD45A;UBE2C;PPP2R5A;PSMB8;MPEG1;PSMB9;GADD45G;DHFR;POLA1;STAG1;STAG2;CENPK;PSME1;CDK1;PSME2;BIRC5;KIF2C;KIF20A;RAD9B;MAD1L1;SPC25	BioPlanet_2019	up
BioPlanet_2019.924	Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	5	71	0.590194824564511	0.767248979454188	0	0	0.971968119782138	0.512521302549488	CAPN6;CAPNS1;BCL2;CAPN3;ITPR2	BioPlanet_2019	up
BioPlanet_2019.925	Collecting duct acid secretion	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	TCIRG1;ATP6V0D2	BioPlanet_2019	up
BioPlanet_2019.926	Control of gene expression by vitamin D receptor	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	KAT2B;HDAC1	BioPlanet_2019	up
BioPlanet_2019.927	FSH signaling pathway	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	EIF4EBP1;SGK1	BioPlanet_2019	up
BioPlanet_2019.928	Glucuronidation	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	UGP2;PGM1	BioPlanet_2019	up
BioPlanet_2019.929	Glycolysis	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	PFKFB2;PFKFB3	BioPlanet_2019	up
BioPlanet_2019.930	Glycosphingolipid biosynthesis: lacto and neolacto series	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	B4GALT1;GCNT2	BioPlanet_2019	up
BioPlanet_2019.931	Kinesins	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	KIF2C;KIF20A	BioPlanet_2019	up
BioPlanet_2019.932	Proteins and DNA sequences in cardicac structures	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	TGFB1;NFATC1	BioPlanet_2019	up
BioPlanet_2019.933	RNA polymerase III transcription initiation from type 2 promoter	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	POLR3A;POLR3E	BioPlanet_2019	up
BioPlanet_2019.934	TNF/stress-related signaling	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	NFKBIA;TNF	BioPlanet_2019	up
BioPlanet_2019.935	eIF4E and p70 S6 kinase regulation	2	27	0.590948242487398	0.767248979454188	0	0	1.02653739612188	0.539986224240117	EIF4EBP1;PABPC1	BioPlanet_2019	up
BioPlanet_2019.936	Alanine and aspartate metabolism	1	12	0.593762763415666	0.767248979454188	0	0	1.16659326832337	0.608116404763411	ASPA	BioPlanet_2019	up
BioPlanet_2019.937	Bile salt and organic anion SLC transporters	1	12	0.593762763415666	0.767248979454188	0	0	1.16659326832337	0.608116404763411	SLC13A3	BioPlanet_2019	up
BioPlanet_2019.938	Facilitative sodium-independent glucose transporters	1	12	0.593762763415666	0.767248979454188	0	0	1.16659326832337	0.608116404763411	SLC2A4	BioPlanet_2019	up
BioPlanet_2019.939	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	1	12	0.593762763415666	0.767248979454188	0	0	1.16659326832337	0.608116404763411	PPP1CB	BioPlanet_2019	up
BioPlanet_2019.940	Iron metabolism in placenta	1	12	0.593762763415666	0.767248979454188	0	0	1.16659326832337	0.608116404763411	FTH1	BioPlanet_2019	up
BioPlanet_2019.941	Parkin role in the ubiquitin-proteasomal pathway	1	12	0.593762763415666	0.767248979454188	0	0	1.16659326832337	0.608116404763411	UBE2L6	BioPlanet_2019	up
BioPlanet_2019.942	Phosphatidylethanolamine biosynthesis	1	12	0.593762763415666	0.767248979454188	0	0	1.16659326832337	0.608116404763411	LPIN2	BioPlanet_2019	up
BioPlanet_2019.943	Serotonin receptors	1	12	0.593762763415666	0.767248979454188	0	0	1.16659326832337	0.608116404763411	HTR2B	BioPlanet_2019	up
BioPlanet_2019.944	Tandem pore domain potassium channels	1	12	0.593762763415666	0.767248979454188	0	0	1.16659326832337	0.608116404763411	KCNK6	BioPlanet_2019	up
BioPlanet_2019.945	Aldosterone-regulated sodium reabsorption	3	42	0.593816777710244	0.767248979454188	0	0	0.986992910069833	0.514405369064296	SGK1;PIK3CG;PIK3R5	BioPlanet_2019	up
BioPlanet_2019.946	Non-class A, B, C GPCRs	6	86	0.596123519162679	0.769415239849504	0	0	0.9621875	0.497746700921236	P2RY13;GPR183;GPR84;CCR5;RXFP1;CELSR3	BioPlanet_2019	up
BioPlanet_2019.947	Vascular smooth muscle contraction	8	116	0.607036606750879	0.78120699784186	0	0	0.950188018338227	0.474301725371102	PPP1CB;GNA13;ROCK1;ITPR2;PLA2G4A;PLCB2;ADCY7;RHOA	BioPlanet_2019	up
BioPlanet_2019.948	Multi-step regulation of transcription by PITX2	2	28	0.61101775834478	0.78120699784186	0	0	0.98700191774984	0.4862260202526	HDAC1;DKK2	BioPlanet_2019	up
BioPlanet_2019.949	Nitric oxide stimulation of guanylate cyclase	2	28	0.61101775834478	0.78120699784186	0	0	0.98700191774984	0.4862260202526	PDE1A;PDE3B	BioPlanet_2019	up
BioPlanet_2019.950	PERK-regulated gene expression	2	28	0.61101775834478	0.78120699784186	0	0	0.98700191774984	0.4862260202526	CCL2;ATF3	BioPlanet_2019	up
BioPlanet_2019.951	PKB-mediated events	2	28	0.61101775834478	0.78120699784186	0	0	0.98700191774984	0.4862260202526	PDE3B;EIF4EBP1	BioPlanet_2019	up
BioPlanet_2019.952	Phosphatidic acid biosynthesis	2	28	0.61101775834478	0.78120699784186	0	0	0.98700191774984	0.4862260202526	PLA2G4A;AGPAT2	BioPlanet_2019	up
BioPlanet_2019.953	RNA polymerase III transcription initiation From type 3 promoter	2	28	0.61101775834478	0.78120699784186	0	0	0.98700191774984	0.4862260202526	POLR3A;POLR3E	BioPlanet_2019	up
BioPlanet_2019.954	Recycling pathway of cell adhesion molecule L1	2	28	0.61101775834478	0.78120699784186	0	0	0.98700191774984	0.4862260202526	MSN;EZR	BioPlanet_2019	up
BioPlanet_2019.955	TRAIL signaling pathway	2	28	0.61101775834478	0.78120699784186	0	0	0.98700191774984	0.4862260202526	CASP8;CFLAR	BioPlanet_2019	up
BioPlanet_2019.956	Signaling by ERBB2	7	102	0.612234528848431	0.781943890924617	0	0	0.94519585969789	0.463750757475127	CDKN1A;NRAS;PDE1C;PDE1A;CDK1;ITPR2;ADCY7	BioPlanet_2019	up
BioPlanet_2019.957	Degradation of beta-catenin by the destruction complex	5	73	0.615164230628308	0.784864708043013	0	0	0.943278768828836	0.45830708715637	PSME1;PPP2R5A;PSME2;PSMB8;PSMB9	BioPlanet_2019	up
BioPlanet_2019.958	Chemiosmotic coupling formation of ATP	1	13	0.623151260658708	0.787647711453708	0	0	1.06931949250288	0.505751758460602	ATP5A1	BioPlanet_2019	up
BioPlanet_2019.959	Cytosolic sulfonation of small molecules	1	13	0.623151260658708	0.787647711453708	0	0	1.06931949250288	0.505751758460602	SULT1A1	BioPlanet_2019	up
BioPlanet_2019.960	Glucose-dependent insulinotropic polypeptide (GIP) biosynthesis, secretion, and inactivation	1	13	0.623151260658708	0.787647711453708	0	0	1.06931949250288	0.505751758460602	PAX6	BioPlanet_2019	up
BioPlanet_2019.961	HIV life cycle early phase	1	13	0.623151260658708	0.787647711453708	0	0	1.06931949250288	0.505751758460602	CCR5	BioPlanet_2019	up
BioPlanet_2019.962	Lck and Fyn tyrosine kinases in initiation of T cell receptor activation	1	13	0.623151260658708	0.787647711453708	0	0	1.06931949250288	0.505751758460602	PTPRC	BioPlanet_2019	up
BioPlanet_2019.963	Purine salvage	1	13	0.623151260658708	0.787647711453708	0	0	1.06931949250288	0.505751758460602	AMPD3	BioPlanet_2019	up
BioPlanet_2019.964	Signal attenuation	1	13	0.623151260658708	0.787647711453708	0	0	1.06931949250288	0.505751758460602	DOK1	BioPlanet_2019	up
BioPlanet_2019.965	Sulfur metabolism	1	13	0.623151260658708	0.787647711453708	0	0	1.06931949250288	0.505751758460602	SULT1A1	BioPlanet_2019	up
BioPlanet_2019.966	p27 phosphorylation regulation during cell cycle progression	1	13	0.623151260658708	0.787647711453708	0	0	1.06931949250288	0.505751758460602	RB1	BioPlanet_2019	up
BioPlanet_2019.967	Heart development	3	44	0.625753141682548	0.788553069829135	0	0	0.938745499721109	0.440083259446907	BMP4;BHLHE40;NFATC1	BioPlanet_2019	up
BioPlanet_2019.968	Vasopressin-regulated water reabsorption	3	44	0.625753141682548	0.788553069829135	0	0	0.938745499721109	0.440083259446907	CREB3L1;ARHGDIB;AQP4	BioPlanet_2019	up
BioPlanet_2019.969	ADP-ribosylation factor	2	29	0.630325795375295	0.788553069829135	0	0	0.950394993331281	0.438624831574346	CYTH4;NCF2	BioPlanet_2019	up
BioPlanet_2019.970	Adherens junction actin cytoskeletal organization	2	29	0.630325795375295	0.788553069829135	0	0	0.950394993331281	0.438624831574346	CADM1;CDH24	BioPlanet_2019	up
BioPlanet_2019.971	Amine compound SLC transporters	2	29	0.630325795375295	0.788553069829135	0	0	0.950394993331281	0.438624831574346	SLC44A3;SLC44A1	BioPlanet_2019	up
BioPlanet_2019.972	CDO in myogenesis	2	29	0.630325795375295	0.788553069829135	0	0	0.950394993331281	0.438624831574346	TCF12;BNIP2	BioPlanet_2019	up
BioPlanet_2019.973	Pentose and glucuronate interconversions	2	29	0.630325795375295	0.788553069829135	0	0	0.950394993331281	0.438624831574346	UGP2;GUSB	BioPlanet_2019	up
BioPlanet_2019.974	Reelin signaling pathway	2	29	0.630325795375295	0.788553069829135	0	0	0.950394993331281	0.438624831574346	ITGB1;RAP1A	BioPlanet_2019	up
BioPlanet_2019.975	Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK)	2	29	0.630325795375295	0.788553069829135	0	0	0.950394993331281	0.438624831574346	NFATC1;PIK3CG	BioPlanet_2019	up
BioPlanet_2019.976	Transferrin endocytosis and recycling	2	29	0.630325795375295	0.788553069829135	0	0	0.950394993331281	0.438624831574346	TCIRG1;ATP6V0D2	BioPlanet_2019	up
BioPlanet_2019.977	Glycolysis and gluconeogenesis	5	75	0.639217043793906	0.798857738456867	0	0	0.91622880935858	0.410022672849916	ALDH3B1;SLC2A4;FBP1;HK2;PGM1	BioPlanet_2019	up
BioPlanet_2019.978	Defensins	3	45	0.641059296609063	0.798950485802933	0	0	0.916344916344916	0.407437482354984	TLR1;CCR6;TLR2	BioPlanet_2019	up
BioPlanet_2019.979	RNA polymerase III transcription	3	45	0.641059296609063	0.798950485802933	0	0	0.916344916344916	0.407437482354984	POLR3A;NFIB;POLR3E	BioPlanet_2019	up
BioPlanet_2019.980	Asthma	2	30	0.648877479989874	0.798950485802933	0	0	0.916402849228334	0.396354645246736	FCER1G;TNF	BioPlanet_2019	up
BioPlanet_2019.981	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	2	30	0.648877479989874	0.798950485802933	0	0	0.916402849228334	0.396354645246736	GFPT2;GFPT1	BioPlanet_2019	up
BioPlanet_2019.982	Gap junction trafficking and regulation	2	30	0.648877479989874	0.798950485802933	0	0	0.916402849228334	0.396354645246736	GJB2;MYO6	BioPlanet_2019	up
BioPlanet_2019.983	Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis	2	30	0.648877479989874	0.798950485802933	0	0	0.916402849228334	0.396354645246736	SDC4;SDC2	BioPlanet_2019	up
BioPlanet_2019.984	MicroRNAs in muscle cell differentiation	2	30	0.648877479989874	0.798950485802933	0	0	0.916402849228334	0.396354645246736	PRKD3;EZH2	BioPlanet_2019	up
BioPlanet_2019.985	Ovarian infertility genes	2	30	0.648877479989874	0.798950485802933	0	0	0.916402849228334	0.396354645246736	CEBPB;SMAD3	BioPlanet_2019	up
BioPlanet_2019.986	AKT phosphorylation of cytosolic targets	1	14	0.650415055600422	0.798950485802933	0	0	0.98701091296247	0.424557387504509	CDKN1A	BioPlanet_2019	up
BioPlanet_2019.987	Coagulation common pathway	1	14	0.650415055600422	0.798950485802933	0	0	0.98701091296247	0.424557387504509	PROS1	BioPlanet_2019	up
BioPlanet_2019.988	HIV-1 early elongation complex formation	1	14	0.650415055600422	0.798950485802933	0	0	0.98701091296247	0.424557387504509	GTF2H2	BioPlanet_2019	up
BioPlanet_2019.989	Leading strand biosynthesis	1	14	0.650415055600422	0.798950485802933	0	0	0.98701091296247	0.424557387504509	POLA1	BioPlanet_2019	up
BioPlanet_2019.990	MAP kinase inactivation of SMRT corepressor	1	14	0.650415055600422	0.798950485802933	0	0	0.98701091296247	0.424557387504509	RARA	BioPlanet_2019	up
BioPlanet_2019.991	Porphyrin metabolism	1	14	0.650415055600422	0.798950485802933	0	0	0.98701091296247	0.424557387504509	HMOX1	BioPlanet_2019	up
BioPlanet_2019.992	T cell receptor/JNK pathway	1	14	0.650415055600422	0.798950485802933	0	0	0.98701091296247	0.424557387504509	LCP2	BioPlanet_2019	up
BioPlanet_2019.993	T cell receptor/Ras pathway	1	14	0.650415055600422	0.798950485802933	0	0	0.98701091296247	0.424557387504509	NRAS	BioPlanet_2019	up
BioPlanet_2019.994	Visual signal transduction	1	14	0.650415055600422	0.798950485802933	0	0	0.98701091296247	0.424557387504509	GNGT2	BioPlanet_2019	up
BioPlanet_2019.995	Ubiquitin-mediated proteolysis	9	136	0.656804964714328	0.805988805945924	0	0	0.908733746486282	0.382002734692953	SOCS3;HERC1;UBA7;SMURF2;UBE2C;UBE2D3;UBR5;UBE2L6;BIRC2	BioPlanet_2019	up
BioPlanet_2019.996	Protein processing in the endoplasmic reticulum	11	166	0.661748549986456	0.811239939290626	0	0	0.90992019781949	0.375678414545748	ERN1;EDEM1;UBE2D3;EDEM2;SSR3;BCL2;STT3A;EIF2AK2;RRBP1;SVIP;NFE2L2	BioPlanet_2019	up
BioPlanet_2019.997	Activated NOTCH1 signaling in the nucleus	2	31	0.666681176129835	0.813647979963528	0	0	0.88475499092559	0.358718022274494	JAG2;ADAM17	BioPlanet_2019	up
BioPlanet_2019.998	Alpha-6 beta-4 integrin signaling pathway	2	31	0.666681176129835	0.813647979963528	0	0	0.88475499092559	0.358718022274494	EIF4EBP1;RHOA	BioPlanet_2019	up
BioPlanet_2019.999	Stathmin and breast cancer resistance to antimicrotubule agents	2	31	0.666681176129835	0.813647979963528	0	0	0.88475499092559	0.358718022274494	CDK1;MAPK13	BioPlanet_2019	up
BioPlanet_2019.1000	Transport of vitamins, nucleosides, and related molecules	2	31	0.666681176129835	0.813647979963528	0	0	0.88475499092559	0.358718022274494	SLCO2B1;SLC29A3	BioPlanet_2019	up
BioPlanet_2019.1001	Actions of nitric oxide in the heart	3	47	0.670330807454948	0.813647979963528	0	0	0.874598374598375	0.349825309017593	PDE3B;BDKRB2;TNNI1	BioPlanet_2019	up
BioPlanet_2019.1002	LKB1 signaling events	3	47	0.670330807454948	0.813647979963528	0	0	0.874598374598375	0.349825309017593	MYC;EZR;CTSD	BioPlanet_2019	up
BioPlanet_2019.1003	Signaling by ERBB4	6	93	0.672129329114075	0.813647979963528	0	0	0.884434865900383	0.351389954776782	CDKN1A;ADAM17;NRAS;CDK1;S100B;GFAP	BioPlanet_2019	up
BioPlanet_2019.1004	AKAP95 role in mitosis and chromosome dynamics	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	CDK1	BioPlanet_2019	up
BioPlanet_2019.1005	Biogenic amine biosynthesis	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	DDC	BioPlanet_2019	up
BioPlanet_2019.1006	Cytochrome P450 metabolism of endogenous sterols	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	CYP7B1	BioPlanet_2019	up
BioPlanet_2019.1007	Fibrinolysis pathway	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	PLAT	BioPlanet_2019	up
BioPlanet_2019.1008	Glycosphingolipid biosynthesis: ganglio series	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	HEXA	BioPlanet_2019	up
BioPlanet_2019.1009	Glycosylation of mammalian N-linked oligosaccarides	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	MAN2B1	BioPlanet_2019	up
BioPlanet_2019.1010	Hematopoiesis regulation by cytokines	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	CSF1	BioPlanet_2019	up
BioPlanet_2019.1011	Interleukin-17 signaling pathway	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	CD34	BioPlanet_2019	up
BioPlanet_2019.1012	Lagging strand processive biosynthesis	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	POLA1	BioPlanet_2019	up
BioPlanet_2019.1013	Messenger RNA decay by 5' to 3' exoribonuclease	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	PATL1	BioPlanet_2019	up
BioPlanet_2019.1014	Sema3A/PAK-dependent axon repulsion	1	15	0.67570765903605	0.813647979963528	0	0	0.91646070192783	0.359247786965672	NRP1	BioPlanet_2019	up
BioPlanet_2019.1015	Signaling by insulin receptor	7	109	0.681383973263382	0.819140770975305	0	0	0.879995639673521	0.337592106268503	DOK1;NRAS;PDE3B;EIF4EBP1;CDK1;TCIRG1;ATP6V0D2	BioPlanet_2019	up
BioPlanet_2019.1016	Systemic lupus erythematosus	9	139	0.68215253736288	0.819140770975305	0	0	0.887618435843906	0.339515813033611	CD86;C4B;C1QB;C4A;C1QA;FCGR2B;TNF;TRIM21;C1QC	BioPlanet_2019	up
BioPlanet_2019.1017	Glycine, serine and threonine metabolism	2	32	0.683747991190705	0.819140770975305	0	0	0.855216989843029	0.325124305149672	GLDC;SHMT1	BioPlanet_2019	up
BioPlanet_2019.1018	Pancreatic beta-cell development regulation	2	32	0.683747991190705	0.819140770975305	0	0	0.855216989843029	0.325124305149672	PAX6;RBPJ	BioPlanet_2019	up
BioPlanet_2019.1019	Energy metabolism	3	48	0.684294501551852	0.819140770975305	0	0	0.855116655116655	0.324402951339389	PPP3R2;HDAC1;UCP2	BioPlanet_2019	up
BioPlanet_2019.1020	N-glycan biosynthesis	3	48	0.684294501551852	0.819140770975305	0	0	0.855116655116655	0.324402951339389	ST6GAL1;B4GALT1;STT3A	BioPlanet_2019	up
BioPlanet_2019.1021	RNA polymerase I, RNA polymerase III, and mitochondrial transcription	6	95	0.692076541562711	0.827644914052958	0	0	0.864466292134832	0.318174357214	KAT2B;POLR3A;NFIB;MBD2;POLR3E;GTF2H2	BioPlanet_2019	up
BioPlanet_2019.1022	Deadenylation-dependent mRNA decay	3	49	0.697811498721464	0.828823688345921	0	0	0.836481966916749	0.300971457969846	PAN3;PABPC1;PATL1	BioPlanet_2019	up
BioPlanet_2019.1023	Acyl chain remodelling of phosphatidylinositol	1	16	0.699171497949467	0.828823688345921	0	0	0.855317185697809	0.306083140305391	PLA2G4A	BioPlanet_2019	up
BioPlanet_2019.1024	Amine-derived hormones	1	16	0.699171497949467	0.828823688345921	0	0	0.855317185697809	0.306083140305391	DDC	BioPlanet_2019	up
BioPlanet_2019.1025	CD40L signaling pathway	1	16	0.699171497949467	0.828823688345921	0	0	0.855317185697809	0.306083140305391	NFKBIA	BioPlanet_2019	up
BioPlanet_2019.1026	CRMPs in Sema3A signaling	1	16	0.699171497949467	0.828823688345921	0	0	0.855317185697809	0.306083140305391	NRP1	BioPlanet_2019	up
BioPlanet_2019.1027	Hypoxia-inducible factor in the cardivascular system	1	16	0.699171497949467	0.828823688345921	0	0	0.855317185697809	0.306083140305391	HIF1A	BioPlanet_2019	up
BioPlanet_2019.1028	LPA4-mediated signaling events	1	16	0.699171497949467	0.828823688345921	0	0	0.855317185697809	0.306083140305391	ADCY7	BioPlanet_2019	up
BioPlanet_2019.1029	SREBF and miR-33 in cholesterol and lipid homeostasis	1	16	0.699171497949467	0.828823688345921	0	0	0.855317185697809	0.306083140305391	ABCA1	BioPlanet_2019	up
BioPlanet_2019.1030	Serotonin receptor 2 and ELK-SRF/GATA4 signaling	1	16	0.699171497949467	0.828823688345921	0	0	0.855317185697809	0.306083140305391	HTR2B	BioPlanet_2019	up
BioPlanet_2019.1031	Translation factors	3	50	0.710884437875604	0.841554656362642	0	0	0.818640244172159	0.279357215141165	EIF4EBP1;EIF2AK2;PABPC1	BioPlanet_2019	up
BioPlanet_2019.1032	HIV factor interactions with host	8	128	0.715197305818656	0.841554656362642	0	0	0.854612888270746	0.28646352432705	HCK;AP1S2;PSME1;PSME2;DOCK2;B2M;PSMB8;PSMB9	BioPlanet_2019	up
BioPlanet_2019.1033	Signaling by FGFR in disease	8	128	0.715197305818656	0.841554656362642	0	0	0.854612888270746	0.28646352432705	CDKN1A;NRAS;PDE1C;PDE1A;STAT3;CDK1;ITPR2;ADCY7	BioPlanet_2019	up
BioPlanet_2019.1034	Oocyte meiosis	7	113	0.717180939971772	0.841554656362642	0	0	0.846604691413062	0.281434353600993	PPP1CB;CCNB2;PPP3R2;CDK1;ITPR2;PPP2R5A;ADCY7	BioPlanet_2019	up
BioPlanet_2019.1035	Wnt signaling pathway and pluripotency	6	98	0.720454714757683	0.841554656362642	0	0	0.836141304347826	0.274147922122168	CCND1;MYC;WNT5A;PPP2R3A;RHOA;CD44	BioPlanet_2019	up
BioPlanet_2019.1036	Acyl chain remodelling of phosphatidylglycerol	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	PLA2G4A	BioPlanet_2019	up
BioPlanet_2019.1037	Beta-catenin phosphorylation cascade	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	PPP2R5A	BioPlanet_2019	up
BioPlanet_2019.1038	Chromatin remodeling by hSWI/SNF ATP-dependent complexes	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	GTF2A1	BioPlanet_2019	up
BioPlanet_2019.1039	Glycosylphosphatidylinositol (GPI) biosynthesis	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	PIGH	BioPlanet_2019	up
BioPlanet_2019.1040	HIV-1 elongation complex formation in the absence of HIV-1 Tat	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	GTF2H2	BioPlanet_2019	up
BioPlanet_2019.1041	PIP biosynthesis at the Golgi membrane	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	PIKFYVE	BioPlanet_2019	up
BioPlanet_2019.1042	Post-chaperonin tubulin folding pathway	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	TUBB6	BioPlanet_2019	up
BioPlanet_2019.1043	SUMOylation by RanBP2 regulates transcriptional repression	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	HDAC1	BioPlanet_2019	up
BioPlanet_2019.1044	Sulfation biotransformation reaction	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	SULT1A1	BioPlanet_2019	up
BioPlanet_2019.1045	Syndecan 3 pathway	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	NCAN	BioPlanet_2019	up
BioPlanet_2019.1046	TAK1-mediated activation of p38 MAPK	1	17	0.720938714623525	0.841554656362642	0	0	0.80181660899654	0.262355313210872	MAPKAPK3	BioPlanet_2019	up
BioPlanet_2019.1047	Transmission across chemical synapses	12	190	0.727490176727335	0.848391123002938	0	0	0.863899205491044	0.274853664090962	GNGT2;RRAS;GNG5;RASGRF2;MYO6;SLC1A2;GNB4;GNG12;PLCB2;ADCY7;KCNJ2;GNAI2	BioPlanet_2019	up
BioPlanet_2019.1048	Potassium channels	6	99	0.729498892230386	0.8496653791037	0	0	0.827105734767025	0.260867022714199	KCNK6;GNGT2;GNG5;GNG12;KCNJ2;KCNH1	BioPlanet_2019	up
