Term	list	set	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	database	direction
GO_Biological_Process_2021.44	positive regulation of response to biotic stimulus (GO:0002833)	4	45	0.00114951480524969	0.039240255397387	0	0	9.58815677709016	64.8966273559455	GBP5;IFI35;NMI;DDX60	GO_Biological_Process_2021	up
GO_Biological_Process_2021.45	interleukin-12-mediated signaling pathway (GO:0035722)	4	46	0.00124899719471932	0.0416887508104093	0	0	9.35939350864724	62.5714231445949	CNN2;RAP1B;ANXA2;PSME2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.46	response to interferon-gamma (GO:0034341)	5	80	0.00138961190376854	0.0422967005462658	0	0	6.57333333333333	43.2441903058148	GBP5;IFITM2;TRIM21;TDGF1;GBP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.47	regulation of response to cytokine stimulus (GO:0060759)	3	22	0.00141540961867125	0.0422967005462658	0	0	15.4580510682647	101.410013652711	IFIH1;DDX58;PARP9	GO_Biological_Process_2021	up
GO_Biological_Process_2021.48	neutrophil degranulation (GO:0043312)	13	481	0.00143911419634696	0.0422967005462658	0	0	2.79615162037037	18.2972542414739	VAT1;ANXA2;SNAP23;ANO6;CXCL1;CNN2;RAP1B;CYB5R3;LCN2;STOM;CPNE3;S100A11;DNASE1L1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.49	cellular response to interleukin-12 (GO:0071349)	4	48	0.00146574873488089	0.0422967005462658	0	0	8.93306196291271	58.291705030572	CNN2;RAP1B;ANXA2;PSME2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.50	detection of virus (GO:0009597)	2	6	0.00152632313914377	0.0422967005462658	0	0	48.7463054187192	316.11460466099	IFIH1;DDX58	GO_Biological_Process_2021	up
GO_Biological_Process_2021.51	ISG15-protein conjugation (GO:0032020)	2	6	0.00152632313914377	0.0422967005462658	0	0	48.7463054187192	316.11460466099	ISG15;UBE2L6	GO_Biological_Process_2021	up
GO_Biological_Process_2021.52	positive regulation of receptor binding (GO:1900122)	2	6	0.00152632313914377	0.0422967005462658	0	0	48.7463054187192	316.11460466099	NRP1;ANXA2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.53	T-tubule organization (GO:0033292)	2	6	0.00152632313914377	0.0422967005462658	0	0	48.7463054187192	316.11460466099	MYOF;DYSF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.54	membrane raft assembly (GO:0001765)	2	6	0.00152632313914377	0.0422967005462658	0	0	48.7463054187192	316.11460466099	ANXA2;S100A10	GO_Biological_Process_2021	up
GO_Biological_Process_2021.55	neutrophil activation involved in immune response (GO:0002283)	13	485	0.00154881393478337	0.0422967005462658	0	0	2.77188162076271	17.9348109753584	VAT1;ANXA2;SNAP23;ANO6;CXCL1;CNN2;RAP1B;CYB5R3;LCN2;STOM;CPNE3;S100A11;DNASE1L1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.56	regulation of interferon-beta production (GO:0032648)	4	49	0.00158337888557874	0.0424684836810584	0	0	8.73410724156993	56.3192194841447	IFIH1;DDX58;IRF7;ISG15	GO_Biological_Process_2021	up
GO_Biological_Process_2021.57	neutrophil mediated immunity (GO:0002446)	13	488	0.00163557339378904	0.0430987936398445	0	0	2.75394736842105	17.6686704261789	VAT1;ANXA2;SNAP23;ANO6;CXCL1;CNN2;RAP1B;CYB5R3;LCN2;STOM;CPNE3;S100A11;DNASE1L1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.58	negative regulation of NIK/NF-kappaB signaling (GO:1901223)	3	24	0.00183243585672847	0.0462015819571717	0	0	13.984441301273	88.131475174252	TSPAN6;IFI35;NMI	GO_Biological_Process_2021	up
GO_Biological_Process_2021.59	positive regulation of actin filament bundle assembly (GO:0032233)	4	51	0.00183804556057751	0.0462015819571717	0	0	8.3615962739494	52.6701336393922	NRP1;PXN;RHOC;S100A10	GO_Biological_Process_2021	up
GO_Biological_Process_2021.60	positive regulation of endothelial cell migration (GO:0010595)	5	86	0.00191611436285301	0.0462015819571717	0	0	6.08456790123457	38.0739153908885	NRP1;RRAS;ATOH8;HSPB1;TDGF1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.61	circulatory system development (GO:0072359)	6	126	0.00191636087388178	0.0462015819571717	0	0	4.94346733668342	30.9328929723601	NXN;NOTCH4;FN1;PLCE1;TDGF1;CRIP1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.62	sprouting angiogenesis (GO:0002040)	4	52	0.00197543871642618	0.0462015819571717	0	0	8.18698175787728	50.9800469821931	NRP1;RNF213;TDGF1;PGF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.63	cellular protein modification process (GO:0006464)	21	1025	0.00200592701851803	0.0462015819571717	0	0	2.13608067729084	13.2685833425627	FN1;EIF2AK2;UBE2L6;PLAT;ISG15;PARP9;CP;HIPK3;STK3;SPSB2;LGALS1;CHEK2;STC2;PSME1;GCNT2;PSME2;VWA1;ST8SIA6;SGK3;TIMP1;DCAF13	GO_Biological_Process_2021	up
GO_Biological_Process_2021.64	positive regulation of cellular process (GO:0048522)	15	625	0.00204282676229409	0.0462015819571717	0	0	2.48295944779983	15.3780125964154	FN1;OSMR;IL2RG;RHOD;PGF;GNAI2;CAPNS1;CCND1;PDGFD;GCNT2;S1PR3;TIMP1;TRIM21;TDGF1;MFSD2A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.65	receptor signaling pathway via STAT (GO:0097696)	3	25	0.00206669757301268	0.0462015819571717	0	0	13.3481098109811	82.5153895589622	IFNAR2;STAT2;NMI	GO_Biological_Process_2021	up
GO_Biological_Process_2021.66	regulation of interferon-alpha production (GO:0032647)	3	25	0.00206669757301268	0.0462015819571717	0	0	13.3481098109811	82.5153895589622	IFIH1;DDX58;IRF7	GO_Biological_Process_2021	up
GO_Biological_Process_2021.67	negative regulation of protein import (GO:1904590)	2	7	0.00212244284623492	0.0462015819571717	0	0	38.9950738916256	240.021994019677	MDFIC;APOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.68	negative regulation of protein import into nucleus (GO:0042308)	2	7	0.00212244284623492	0.0462015819571717	0	0	38.9950738916256	240.021994019677	MDFIC;APOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.69	RIG-I signaling pathway (GO:0039529)	2	7	0.00212244284623492	0.0462015819571717	0	0	38.9950738916256	240.021994019677	DDX58;TRIM25	GO_Biological_Process_2021	up
GO_Biological_Process_2021.70	regulation of endothelial cell migration (GO:0010594)	5	89	0.00222808283923079	0.0478082917789235	0	0	5.86636904761905	35.8236500449569	NRP1;RRAS;ATOH8;ADAMTS9;TDGF1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.71	negative regulation of cytokine-mediated signaling pathway (GO:0001960)	4	55	0.002429976461814	0.0514059809245723	0	0	7.70422397814847	46.3784553679311	STAT2;NLRC5;ISG15;USP18	GO_Biological_Process_2021	up
GO_Biological_Process_2021.72	negative regulation of catalytic activity (GO:0043086)	3	27	0.00258905585180758	0.0540105817974302	0	0	12.2345297029703	72.874511333494	TIMP1;IFIT1;PARP9	GO_Biological_Process_2021	up
GO_Biological_Process_2021.73	antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885)	2	8	0.00281085528693078	0.0555513768548688	0	0	32.4942528735632	190.879900102571	ERAP1;TAP1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.74	cellular response to hepatocyte growth factor stimulus (GO:0035729)	2	8	0.00281085528693078	0.0555513768548688	0	0	32.4942528735632	190.879900102571	NRP1;TDGF1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.75	plasma membrane phospholipid scrambling (GO:0017121)	2	8	0.00281085528693078	0.0555513768548688	0	0	32.4942528735632	190.879900102571	PLSCR2;ANO6	GO_Biological_Process_2021	up
GO_Biological_Process_2021.76	response to hepatocyte growth factor (GO:0035728)	2	8	0.00281085528693078	0.0555513768548688	0	0	32.4942528735632	190.879900102571	NRP1;TDGF1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.77	response to interferon-beta (GO:0035456)	3	28	0.00287802847588397	0.0561402437763341	0	0	11.7445544554455	68.7132748967338	IFNAR2;IFITM2;XAF1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.78	post-translational protein modification (GO:0043687)	10	345	0.00306131469002899	0.0589499315951736	0	0	2.97895139686184	17.2448839676527	SPSB2;LGALS1;STC2;PSME1;FN1;PSME2;VWA1;TIMP1;CP;DCAF13	GO_Biological_Process_2021	up
GO_Biological_Process_2021.79	Ras protein signal transduction (GO:0007265)	6	142	0.00348050807586224	0.066173710505634	0	0	4.35833579663021	24.6706953557877	RAP1B;RRAS;PLCE1;RRAS2;TAX1BP3;RHOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.80	regulation of endothelial cell differentiation (GO:0045601)	2	9	0.00358962447431062	0.066563160005118	0	0	27.8508092892329	156.791915094894	NOTCH4;ATOH8	GO_Biological_Process_2021	up
GO_Biological_Process_2021.81	glomerular filtration (GO:0003094)	2	9	0.00358962447431062	0.066563160005118	0	0	27.8508092892329	156.791915094894	MYO1E;CD34	GO_Biological_Process_2021	up
GO_Biological_Process_2021.82	cell-matrix adhesion (GO:0007160)	5	100	0.00369249823546963	0.0676357603618949	0	0	5.18421052631579	29.0391065321379	ITGB1;FN1;ADAMTS9;CD34;RHOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.83	receptor signaling pathway via JAK-STAT (GO:0007259)	3	31	0.00386097994798093	0.0698697817092453	0	0	10.4846181046676	58.2612850366196	IFNAR2;STAT2;NMI	GO_Biological_Process_2021	up
GO_Biological_Process_2021.84	positive regulation of vasculature development (GO:1904018)	5	102	0.0040186663850715	0.0718575822663976	0	0	5.07680412371134	28.0077392692486	ITGB1;RRAS;HSPB1;CD34;PGF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.85	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway (GO:0039532)	2	10	0.00445684406143837	0.0760702247759141	0	0	24.3682266009852	131.912871302828	RNF125;TSPAN6	GO_Biological_Process_2021	up
GO_Biological_Process_2021.86	renal filtration (GO:0097205)	2	10	0.00445684406143837	0.0760702247759141	0	0	24.3682266009852	131.912871302828	MYO1E;CD34	GO_Biological_Process_2021	up
GO_Biological_Process_2021.87	positive regulation of myoblast fusion (GO:1901741)	2	10	0.00445684406143837	0.0760702247759141	0	0	24.3682266009852	131.912871302828	EHD2;SCGB3A1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.88	positive regulation of vasculogenesis (GO:2001214)	2	10	0.00445684406143837	0.0760702247759141	0	0	24.3682266009852	131.912871302828	RRAS;CD34	GO_Biological_Process_2021	up
GO_Biological_Process_2021.89	regulation of cytokine production (GO:0001817)	6	150	0.00454851664047724	0.0767626066741215	0	0	4.11453098827471	22.1894768132168	IFIH1;DDX58;IRF7;EIF2AK2;ISG15;TRIM21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.90	small GTPase mediated signal transduction (GO:0007264)	5	106	0.00473196895846806	0.078858431714784	0	0	4.87475247524752	26.0965676249781	ARHGAP31;RRAS;PLCE1;ARHGAP18;RRAS2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.91	modification-dependent protein catabolic process (GO:0019941)	7	201	0.00477770791347893	0.078858431714784	0	0	3.57198271373529	19.0879410921493	SPSB2;RNF125;RNF213;SMURF2;TRIM25;UBE2L6;ISG15	GO_Biological_Process_2021	up
GO_Biological_Process_2021.92	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	4	67	0.00496538614003973	0.0810653258949964	0	0	6.23296217326068	33.0675111531372	NRP1;PXN;HSPB1;PGF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.93	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	3	34	0.00502563290516314	0.0811666733715596	0	0	9.46854040242734	50.1189148120854	NRP1;HSPB1;PGF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.94	interferon-gamma-mediated signaling pathway (GO:0060333)	4	68	0.00523414604989085	0.0836349719886814	0	0	6.13526119402985	32.2257758243975	IRF7;TRIM25;TRIM21;IRF9	GO_Biological_Process_2021	up
GO_Biological_Process_2021.95	response to exogenous dsRNA (GO:0043330)	3	35	0.0054557678644165	0.0862585613931956	0	0	9.17218440594059	47.7970041980406	IFIH1;DDX58;IFIT1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.96	positive regulation of cell-substrate adhesion (GO:0010811)	4	70	0.00580052080835449	0.0887284873382397	0	0	5.94874114277099	30.6348721744685	NRP1;FN1;FLNA;S100A10	GO_Biological_Process_2021	up
GO_Biological_Process_2021.97	platelet aggregation (GO:0070527)	3	36	0.00590735601452994	0.0887284873382397	0	0	8.89378937893789	45.6389864550495	FN1;HSPB1;FLNA	GO_Biological_Process_2021	up
GO_Biological_Process_2021.98	regulation of protein import into nucleus (GO:0042306)	3	36	0.00590735601452994	0.0887284873382397	0	0	8.89378937893789	45.6389864550495	MDFIC;FLNA;APOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.99	macrophage activation (GO:0042116)	3	36	0.00590735601452994	0.0887284873382397	0	0	8.89378937893789	45.6389864550495	DYSF;IFI35;NMI	GO_Biological_Process_2021	up
GO_Biological_Process_2021.100	positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	3	36	0.00590735601452994	0.0887284873382397	0	0	8.89378937893789	45.6389864550495	NRP1;FLNA;S100A10	GO_Biological_Process_2021	up
GO_Biological_Process_2021.101	regulation of endopeptidase activity (GO:0052548)	4	71	0.00609842916467836	0.0906914911420485	0	0	5.85965693918467	29.8826334465291	PSME1;PSME2;SERPING1;TIMP1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.102	protein mono-ADP-ribosylation (GO:0140289)	2	12	0.0064491548815391	0.0922536250673498	0	0	19.4926108374384	98.316951062289	PARP9;PARP12	GO_Biological_Process_2021	up
GO_Biological_Process_2021.103	negative regulation of complement activation (GO:0045916)	2	12	0.0064491548815391	0.0922536250673498	0	0	19.4926108374384	98.316951062289	CR1L;SERPING1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.104	regulation of myoblast fusion (GO:1901739)	2	12	0.0064491548815391	0.0922536250673498	0	0	19.4926108374384	98.316951062289	EHD2;SCGB3A1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.105	modulation by host of viral process (GO:0044788)	2	12	0.0064491548815391	0.0922536250673498	0	0	19.4926108374384	98.316951062289	IFI27;CAV2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.106	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	4	73	0.00672440450463352	0.0943930426725192	0	0	5.6892349844978	28.4576211336774	SNAP23;PSME1;TAP1;PSME2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.107	regulation of actin filament-based process (GO:0032970)	4	73	0.00672440450463352	0.0943930426725192	0	0	5.6892349844978	28.4576211336774	CNN2;ARHGAP18;RHOC;RHOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.108	positive regulation of angiogenesis (GO:0045766)	5	116	0.00690141815533305	0.0959808339750948	0	0	4.43333333333333	22.0603923904089	ITGB1;RRAS;HSPB1;CD34;PGF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.109	regulation of stress fiber assembly (GO:0051492)	4	74	0.00705275114659937	0.0971856167173601	0	0	5.60767590618337	27.7823190563138	NRP1;PXN;RHOC;S100A10	GO_Biological_Process_2021	up
GO_Biological_Process_2021.110	integrin-mediated signaling pathway (GO:0007229)	4	75	0.00739151956091887	0.100628391846853	0	0	5.5284142666947	27.130261472528	ITGB1;NRP1;FN1;ISG15	GO_Biological_Process_2021	up
GO_Biological_Process_2021.111	negative regulation of nucleocytoplasmic transport (GO:0046823)	2	13	0.00757057808168731	0.100628391846853	0	0	17.7196596506941	86.5337071643968	MDFIC;APOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.112	cellular biogenic amine metabolic process (GO:0006576)	2	13	0.00757057808168731	0.100628391846853	0	0	17.7196596506941	86.5337071643968	DDC;ODC1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.113	plasma membrane repair (GO:0001778)	2	13	0.00757057808168731	0.100628391846853	0	0	17.7196596506941	86.5337071643968	MYOF;DYSF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.114	positive regulation of cell motility (GO:2000147)	7	221	0.00790801357054538	0.101363219229642	0	0	3.23484848484848	15.6562741424605	ITGB1;PDGFD;GCNT2;CPNE3;RHOC;TDGF1;RHOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.115	negative regulation of blood coagulation (GO:0030195)	3	40	0.00793347053162724	0.101363219229642	0	0	7.93069306930693	38.3581031610795	SERPING1;PLAT;CD34	GO_Biological_Process_2021	up
GO_Biological_Process_2021.116	positive regulation of type I interferon production (GO:0032481)	4	77	0.00810085446622638	0.101363219229642	0	0	5.37640564301779	25.8916175915938	IFIH1;DDX58;IRF7;ISG15	GO_Biological_Process_2021	up
GO_Biological_Process_2021.117	plasma membrane bounded cell projection assembly (GO:0120031)	8	278	0.00811070047739813	0.101363219229642	0	0	2.93664222598233	14.1386726234728	RAP1B;ITGB1;EHD2;NRP1;FLNA;ANO6;FXYD5;RHOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.118	antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	4	78	0.00847168113323561	0.101363219229642	0	0	5.30348258706468	25.3030549527998	SNAP23;PSME1;TAP1;PSME2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.119	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	7	224	0.00848366684725464	0.101363219229642	0	0	3.18963831867058	15.2133388315984	LGALS1;TSPAN6;TRIM25;FLNA;HSPB1;RHOC;TRIM21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.120	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	6	171	0.00848369087016782	0.101363219229642	0	0	3.58702603928735	17.1087141184859	LGALS1;TSPAN6;TRIM25;FLNA;RHOC;TRIM21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.121	epithelium development (GO:0060429)	5	122	0.00849343998796476	0.101363219229642	0	0	4.20470085470085	20.0499527973561	CASP6;ANXA4;TAGLN2;CD34;MFSD2A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.122	negative regulation of coagulation (GO:0050819)	2	14	0.00877311484677329	0.101363219229642	0	0	16.2422003284072	76.9240899421414	PROCR;CD34	GO_Biological_Process_2021	up
GO_Biological_Process_2021.123	antigen processing and presentation of endogenous peptide antigen (GO:0002483)	2	14	0.00877311484677329	0.101363219229642	0	0	16.2422003284072	76.9240899421414	ERAP1;TAP1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.124	branching involved in blood vessel morphogenesis (GO:0001569)	2	14	0.00877311484677329	0.101363219229642	0	0	16.2422003284072	76.9240899421414	NRP1;NOTCH4	GO_Biological_Process_2021	up
GO_Biological_Process_2021.125	regulation of integrin-mediated signaling pathway (GO:2001044)	2	14	0.00877311484677329	0.101363219229642	0	0	16.2422003284072	76.9240899421414	FLNA;TIMP1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.126	regulation of trophoblast cell migration (GO:1901163)	2	14	0.00877311484677329	0.101363219229642	0	0	16.2422003284072	76.9240899421414	SMURF2;TIMP1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.127	regulation of vasculogenesis (GO:2001212)	2	14	0.00877311484677329	0.101363219229642	0	0	16.2422003284072	76.9240899421414	RRAS;CD34	GO_Biological_Process_2021	up
GO_Biological_Process_2021.128	response to UV-A (GO:0070141)	2	14	0.00877311484677329	0.101363219229642	0	0	16.2422003284072	76.9240899421414	CCND1;TIMP1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.129	microvillus organization (GO:0032528)	2	14	0.00877311484677329	0.101363219229642	0	0	16.2422003284072	76.9240899421414	RAP1B;FXYD5	GO_Biological_Process_2021	up
GO_Biological_Process_2021.130	vascular endothelial growth factor signaling pathway (GO:0038084)	2	14	0.00877311484677329	0.101363219229642	0	0	16.2422003284072	76.9240899421414	NRP1;PGF	GO_Biological_Process_2021	up
GO_Biological_Process_2021.131	negative regulation of NF-kappaB transcription factor activity (GO:0032088)	4	79	0.00885344987287021	0.101510547397336	0	0	5.23250414593698	24.7337754250638	DAP;ANXA4;NLRC5;TRIM21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.132	translesion synthesis (GO:0019985)	3	42	0.00908162979629471	0.103337939045717	0	0	7.52322924600152	35.3704744086525	TRIM25;UBE2L6;ISG15	GO_Biological_Process_2021	up
GO_Biological_Process_2021.133	regulation of NIK/NF-kappaB signaling (GO:1901222)	4	80	0.00924628444708424	0.104420445409929	0	0	5.16339355852317	24.1829266510684	TSPAN6;EIF2AK2;IFI35;NMI	GO_Biological_Process_2021	up
GO_Biological_Process_2021.134	regulation of phosphorylation (GO:0042325)	5	125	0.00937769783588275	0.105114195145492	0	0	4.09895833333333	19.1397620351992	NRP1;STAT2;FN1;NLRC5;HSPB1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.135	regulation of cell migration (GO:0030334)	10	408	0.00964411833740932	0.106189231533394	0	0	2.49929132843706	11.6002283872258	ITGB1;DDX58;PDGFD;GCNT2;FLNA;CPNE3;SGK3;RHOC;TDGF1;RHOD	GO_Biological_Process_2021	up
GO_Biological_Process_2021.136	negative regulation of proteolysis (GO:0045861)	3	43	0.00969019647153941	0.106189231533394	0	0	7.33477722772277	34.0087257216011	PLAT;TIMP1;TRIM21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.137	DNA synthesis involved in DNA repair (GO:0000731)	3	43	0.00969019647153941	0.106189231533394	0	0	7.33477722772277	34.0087257216011	TRIM25;UBE2L6;ISG15	GO_Biological_Process_2021	up
GO_Biological_Process_2021.138	apoptotic process (GO:0006915)	7	231	0.00994615642970191	0.106189231533394	0	0	3.08885732323232	14.2413901007334	DAP;IFI27;GADD45A;CASP6;MX1;BNIP2;STK3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.139	nitric oxide biosynthetic process (GO:0006809)	2	15	0.0100550011805427	0.106189231533394	0	0	14.9920424403183	68.9586748062296	CYB5R3;DDAH2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.140	positive regulation of response to cytokine stimulus (GO:0060760)	2	15	0.0100550011805427	0.106189231533394	0	0	14.9920424403183	68.9586748062296	IFIH1;DDX58	GO_Biological_Process_2021	up
GO_Biological_Process_2021.141	membrane raft organization (GO:0031579)	2	15	0.0100550011805427	0.106189231533394	0	0	14.9920424403183	68.9586748062296	ANXA2;S100A10	GO_Biological_Process_2021	up
GO_Biological_Process_2021.142	microvillus assembly (GO:0030033)	2	15	0.0100550011805427	0.106189231533394	0	0	14.9920424403183	68.9586748062296	RAP1B;FXYD5	GO_Biological_Process_2021	up
GO_Biological_Process_2021.143	positive regulation of cell-matrix adhesion (GO:0001954)	3	44	0.0103219892169611	0.106189231533394	0	0	7.15551799082347	32.7256097190019	NRP1;RRAS;S100A10	GO_Biological_Process_2021	up
GO_Biological_Process_2021.144	homotypic cell-cell adhesion (GO:0034109)	3	44	0.0103219892169611	0.106189231533394	0	0	7.15551799082347	32.7256097190019	FN1;HSPB1;FLNA	GO_Biological_Process_2021	up
GO_Biological_Process_2021.145	positive regulation of potassium ion transmembrane transport (GO:1901381)	3	44	0.0103219892169611	0.106189231533394	0	0	7.15551799082347	32.7256097190019	FLNA;ANO6;KCNJ2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.146	mitotic spindle assembly (GO:0090307)	3	44	0.0103219892169611	0.106189231533394	0	0	7.15551799082347	32.7256097190019	STAG2;CHEK2;FLNA	GO_Biological_Process_2021	up
GO_Biological_Process_2021.147	positive regulation of chemotaxis (GO:0050921)	3	45	0.0109771677566122	0.11207884177228	0	0	6.98479490806224	31.5149603234688	NRP1;RARRES2;HSPB1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.148	ubiquitin-dependent protein catabolic process (GO:0006511)	9	354	0.0110437207605176	0.11207884177228	0	0	2.58873114463177	11.6645462411524	SPSB2;RNF125;RNF213;IFI27;SMURF2;PSME1;TRIM25;PSME2;UBE2L6	GO_Biological_Process_2021	up
GO_Biological_Process_2021.149	nitric oxide metabolic process (GO:0046209)	2	16	0.0114145004129682	0.113540262385948	0	0	13.9204785362421	62.2645014906388	CYB5R3;DDAH2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.150	epiboly involved in wound healing (GO:0090505)	2	16	0.0114145004129682	0.113540262385948	0	0	13.9204785362421	62.2645014906388	FLNA;RHOC	GO_Biological_Process_2021	up
GO_Biological_Process_2021.151	positive regulation of syncytium formation by plasma membrane fusion (GO:0060143)	2	16	0.0114145004129682	0.113540262385948	0	0	13.9204785362421	62.2645014906388	EHD2;SCGB3A1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.152	postreplication repair (GO:0006301)	3	46	0.0116558791473729	0.115178489995751	0	0	6.82201243380152	30.3712212685707	TRIM25;UBE2L6;ISG15	GO_Biological_Process_2021	up
GO_Biological_Process_2021.153	regulation of NLRP3 inflammasome complex assembly (GO:1900225)	2	17	0.0128499028357678	0.124519703608537	0	0	12.991789819376	56.5716968114071	GBP5;EIF2AK2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.154	positive regulation of smooth muscle cell migration (GO:0014911)	2	17	0.0128499028357678	0.124519703608537	0	0	12.991789819376	56.5716968114071	NRP1;S100A11	GO_Biological_Process_2021	up
GO_Biological_Process_2021.155	positive regulation of transcription of Notch receptor target (GO:0007221)	2	17	0.0128499028357678	0.124519703608537	0	0	12.991789819376	56.5716968114071	NOTCH3;NOTCH4	GO_Biological_Process_2021	up
GO_Biological_Process_2021.156	substrate adhesion-dependent cell spreading (GO:0034446)	3	48	0.0130844272361013	0.125979549414257	0	0	6.51815181518152	28.2648736637486	NRP1;PXN;FN1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.157	positive regulation of binding (GO:0051099)	4	90	0.0138086137932301	0.132105337053704	0	0	4.56068494735624	19.5309631444439	CEBPG;PARP9;TRIM21;STK3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.158	negative regulation of Wnt signaling pathway (GO:0030178)	6	191	0.014081049138473	0.133135845979794	0	0	3.19597989949749	13.6242239501116	RNF213;NXN;PSME1;PSME2;TAX1BP3;STK3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.159	positive regulation of response to external stimulus (GO:0032103)	5	139	0.0143476750776437	0.133135845979794	0	0	3.66809701492537	15.5680176438588	GBP5;RARRES2;IFI35;NMI;DDX60	GO_Biological_Process_2021	up
GO_Biological_Process_2021.160	carbohydrate derivative transport (GO:1901264)	2	18	0.0143595253320417	0.133135845979794	0	0	12.1791871921182	51.6804537464656	SLC10A7;MFSD2A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.161	cell migration involved in sprouting angiogenesis (GO:0002042)	2	18	0.0143595253320417	0.133135845979794	0	0	12.1791871921182	51.6804537464656	NRP1;TDGF1	GO_Biological_Process_2021	up
GO_Biological_Process_2021.162	regulation of transforming growth factor beta production (GO:0071634)	2	18	0.0143595253320417	0.133135845979794	0	0	12.1791871921182	51.6804537464656	FN1;CD34	GO_Biological_Process_2021	up
GO_Biological_Process_2021.163	positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	3	50	0.0146085682573082	0.134613923450778	0	0	6.24015167474194	26.3717986258843	NRP1;FLNA;S100A10	GO_Biological_Process_2021	up
GO_Biological_Process_2021.164	regulation of endothelial cell proliferation (GO:0001936)	4	92	0.0148649144680497	0.136140862993967	0	0	4.45658073270014	18.7566411843903	NRP1;CAV2;ATOH8;PGF	GO_Biological_Process_2021	up
